"Date","Open","High","Low","Close","TotalVolume"
2007/8/23,0.000000,0.000000,0.000000,259.000000,0
2007/8/24,0.000000,0.000000,0.000000,600.000000,0
2007/8/27,0.000000,0.000000,0.000000,603.000000,0
2007/8/28,0.000000,0.000000,0.000000,650.000000,0
2007/8/29,0.000000,0.000000,0.000000,778.000000,0
2007/8/30,0.000000,0.000000,0.000000,406.000000,0
2007/8/31,0.000000,0.000000,0.000000,-273.000000,0
2007/9/3,0.000000,0.000000,0.000000,-314.000000,0
2007/9/4,0.000000,0.000000,0.000000,-189.000000,0
2007/9/5,0.000000,0.000000,0.000000,0.000000,0
2007/9/6,0.000000,0.000000,0.000000,-527.000000,0
2007/9/7,0.000000,0.000000,0.000000,-638.000000,0
2007/9/10,0.000000,0.000000,0.000000,-560.000000,0
2007/9/11,0.000000,0.000000,0.000000,-713.000000,0
2007/9/12,0.000000,0.000000,0.000000,-464.000000,0
2007/9/13,0.000000,0.000000,0.000000,-361.000000,0
2007/9/14,0.000000,0.000000,0.000000,-667.000000,0
2007/9/17,0.000000,0.000000,0.000000,-621.000000,0
2007/9/19,0.000000,0.000000,0.000000,-1112.000000,0
2007/9/20,0.000000,0.000000,0.000000,541.000000,0
2007/9/21,0.000000,0.000000,0.000000,373.000000,0
2007/9/26,0.000000,0.000000,0.000000,-257.000000,0
2007/9/27,0.000000,0.000000,0.000000,-412.000000,0
2007/9/28,0.000000,0.000000,0.000000,-596.000000,0
2007/9/29,0.000000,0.000000,0.000000,-662.000000,0
2007/10/1,0.000000,0.000000,0.000000,-365.000000,0
2007/10/2,0.000000,0.000000,0.000000,-362.000000,0
2007/10/3,0.000000,0.000000,0.000000,-345.000000,0
2007/10/4,0.000000,0.000000,0.000000,481.000000,0
2007/10/5,0.000000,0.000000,0.000000,809.000000,0
2007/10/8,0.000000,0.000000,0.000000,7.000000,0
2007/10/9,0.000000,0.000000,0.000000,415.000000,0
2007/10/11,0.000000,0.000000,0.000000,-316.000000,0
2007/10/12,0.000000,0.000000,0.000000,1523.000000,0
2007/10/15,0.000000,0.000000,0.000000,544.000000,0
2007/10/16,0.000000,0.000000,0.000000,443.000000,0
2007/10/17,0.000000,0.000000,0.000000,-386.000000,0
2007/10/18,0.000000,0.000000,0.000000,1346.000000,0
2007/10/19,0.000000,0.000000,0.000000,1934.000000,0
2007/10/22,0.000000,0.000000,0.000000,2211.000000,0
2007/10/23,0.000000,0.000000,0.000000,1142.000000,0
2007/10/24,0.000000,0.000000,0.000000,1513.000000,0
2007/10/25,0.000000,0.000000,0.000000,1542.000000,0
2007/10/26,0.000000,0.000000,0.000000,1133.000000,0
2007/10/29,0.000000,0.000000,0.000000,543.000000,0
2007/10/30,0.000000,0.000000,0.000000,1062.000000,0
2007/10/31,0.000000,0.000000,0.000000,1826.000000,0
2007/11/1,0.000000,0.000000,0.000000,1195.000000,0
2007/11/2,0.000000,0.000000,0.000000,2725.000000,0
2007/11/5,0.000000,0.000000,0.000000,1945.000000,0
2007/11/6,0.000000,0.000000,0.000000,1575.000000,0
2007/11/7,0.000000,0.000000,0.000000,1452.000000,0
2007/11/8,0.000000,0.000000,0.000000,1755.000000,0
2007/11/9,0.000000,0.000000,0.000000,2431.000000,0
2007/11/12,0.000000,0.000000,0.000000,4011.000000,0
2007/11/13,0.000000,0.000000,0.000000,3266.000000,0
2007/11/14,0.000000,0.000000,0.000000,2296.000000,0
2007/11/15,0.000000,0.000000,0.000000,3105.000000,0
2007/11/16,0.000000,0.000000,0.000000,3692.000000,0
2007/11/19,0.000000,0.000000,0.000000,4536.000000,0
2007/11/20,0.000000,0.000000,0.000000,5525.000000,0
2007/11/21,0.000000,0.000000,0.000000,5419.000000,0
2007/11/22,0.000000,0.000000,0.000000,4050.000000,0
2007/11/23,0.000000,0.000000,0.000000,5515.000000,0
2007/11/26,0.000000,0.000000,0.000000,4785.000000,0
2007/11/27,0.000000,0.000000,0.000000,6048.000000,0
2007/11/28,0.000000,0.000000,0.000000,7332.000000,0
2007/11/29,0.000000,0.000000,0.000000,6211.000000,0
2007/11/30,0.000000,0.000000,0.000000,4595.000000,0
2007/12/3,0.000000,0.000000,0.000000,5543.000000,0
2007/12/4,0.000000,0.000000,0.000000,5342.000000,0
2007/12/5,0.000000,0.000000,0.000000,4326.000000,0
2007/12/6,0.000000,0.000000,0.000000,4811.000000,0
2007/12/7,0.000000,0.000000,0.000000,4220.000000,0
2007/12/10,0.000000,0.000000,0.000000,5642.000000,0
2007/12/11,0.000000,0.000000,0.000000,4214.000000,0
2007/12/12,0.000000,0.000000,0.000000,5589.000000,0
2007/12/13,0.000000,0.000000,0.000000,6151.000000,0
2007/12/14,0.000000,0.000000,0.000000,4484.000000,0
2007/12/17,0.000000,0.000000,0.000000,6241.000000,0
2007/12/18,0.000000,0.000000,0.000000,6850.000000,0
2007/12/19,0.000000,0.000000,0.000000,4540.000000,0
2007/12/20,0.000000,0.000000,0.000000,2855.000000,0
2007/12/21,0.000000,0.000000,0.000000,1940.000000,0
2007/12/24,0.000000,0.000000,0.000000,1248.000000,0
2007/12/25,0.000000,0.000000,0.000000,1288.000000,0
2007/12/26,0.000000,0.000000,0.000000,1400.000000,0
2007/12/27,0.000000,0.000000,0.000000,1380.000000,0
2007/12/28,0.000000,0.000000,0.000000,1131.000000,0
2007/12/31,0.000000,0.000000,0.000000,911.000000,0
2008/1/2,0.000000,0.000000,0.000000,2723.000000,0
2008/1/3,0.000000,0.000000,0.000000,3422.000000,0
2008/1/4,0.000000,0.000000,0.000000,2655.000000,0
2008/1/7,0.000000,0.000000,0.000000,5080.000000,0
2008/1/8,0.000000,0.000000,0.000000,3264.000000,0
2008/1/9,0.000000,0.000000,0.000000,2910.000000,0
2008/1/10,0.000000,0.000000,0.000000,3879.000000,0
2008/1/11,0.000000,0.000000,0.000000,5744.000000,0
2008/1/14,0.000000,0.000000,0.000000,2482.000000,0
2008/1/15,0.000000,0.000000,0.000000,3654.000000,0
2008/1/16,0.000000,0.000000,0.000000,2989.000000,0
2008/1/17,0.000000,0.000000,0.000000,4282.000000,0
2008/1/18,0.000000,0.000000,0.000000,2642.000000,0
2008/1/21,0.000000,0.000000,0.000000,3393.000000,0
2008/1/22,0.000000,0.000000,0.000000,5254.000000,0
2008/1/23,0.000000,0.000000,0.000000,5157.000000,0
2008/1/24,0.000000,0.000000,0.000000,4735.000000,0
2008/1/25,0.000000,0.000000,0.000000,2290.000000,0
2008/1/28,0.000000,0.000000,0.000000,4575.000000,0
2008/1/29,0.000000,0.000000,0.000000,5339.000000,0
2008/1/30,0.000000,0.000000,0.000000,4132.000000,0
2008/1/31,0.000000,0.000000,0.000000,5071.000000,0
2008/2/1,0.000000,0.000000,0.000000,2753.000000,0
2008/2/12,0.000000,0.000000,0.000000,3902.000000,0
2008/2/13,0.000000,0.000000,0.000000,4095.000000,0
2008/2/14,0.000000,0.000000,0.000000,-317.000000,0
2008/2/15,0.000000,0.000000,0.000000,298.000000,0
2008/2/18,0.000000,0.000000,0.000000,1341.000000,0
2008/2/19,0.000000,0.000000,0.000000,29.000000,0
2008/2/20,0.000000,0.000000,0.000000,600.000000,0
2008/2/21,0.000000,0.000000,0.000000,-1507.000000,0
2008/2/22,0.000000,0.000000,0.000000,-1398.000000,0
2008/2/25,0.000000,0.000000,0.000000,-2372.000000,0
2008/2/26,0.000000,0.000000,0.000000,-2532.000000,0
2008/2/27,0.000000,0.000000,0.000000,-3597.000000,0
2008/2/29,0.000000,0.000000,0.000000,-3711.000000,0
2008/3/3,0.000000,0.000000,0.000000,-3638.000000,0
2008/3/4,0.000000,0.000000,0.000000,-4684.000000,0
2008/3/5,0.000000,0.000000,0.000000,-3446.000000,0
2008/3/6,0.000000,0.000000,0.000000,-4145.000000,0
2008/3/7,0.000000,0.000000,0.000000,-2254.000000,0
2008/3/10,0.000000,0.000000,0.000000,502.000000,0
2008/3/11,0.000000,0.000000,0.000000,-725.000000,0
2008/3/12,0.000000,0.000000,0.000000,-801.000000,0
2008/3/13,0.000000,0.000000,0.000000,175.000000,0
2008/3/14,0.000000,0.000000,0.000000,1051.000000,0
2008/3/17,0.000000,0.000000,0.000000,2218.000000,0
2008/3/18,0.000000,0.000000,0.000000,1619.000000,0
2008/3/19,0.000000,0.000000,0.000000,1297.000000,0
2008/3/20,0.000000,0.000000,0.000000,1880.000000,0
2008/3/21,0.000000,0.000000,0.000000,1998.000000,0
2008/3/24,0.000000,0.000000,0.000000,1691.000000,0
2008/3/25,0.000000,0.000000,0.000000,2153.000000,0
2008/3/26,0.000000,0.000000,0.000000,2541.000000,0
2008/3/27,0.000000,0.000000,0.000000,3830.000000,0
2008/3/28,0.000000,0.000000,0.000000,2745.000000,0
2008/3/31,0.000000,0.000000,0.000000,2867.000000,0
2008/4/1,0.000000,0.000000,0.000000,3129.000000,0
2008/4/2,0.000000,0.000000,0.000000,-52.000000,0
2008/4/3,0.000000,0.000000,0.000000,755.000000,0
2008/4/7,0.000000,0.000000,0.000000,-56.000000,0
2008/4/8,0.000000,0.000000,0.000000,442.000000,0
2008/4/9,0.000000,0.000000,0.000000,-205.000000,0
2008/4/10,0.000000,0.000000,0.000000,-704.000000,0
2008/4/11,0.000000,0.000000,0.000000,-1861.000000,0
2008/4/14,0.000000,0.000000,0.000000,-905.000000,0
2008/4/15,0.000000,0.000000,0.000000,1651.000000,0
2008/4/16,0.000000,0.000000,0.000000,79.000000,0
2008/4/17,0.000000,0.000000,0.000000,1800.000000,0
2008/4/18,0.000000,0.000000,0.000000,1520.000000,0
2008/4/21,0.000000,0.000000,0.000000,1641.000000,0
2008/4/22,0.000000,0.000000,0.000000,1938.000000,0
2008/4/23,0.000000,0.000000,0.000000,1746.000000,0
2008/4/24,0.000000,0.000000,0.000000,805.000000,0
2008/4/25,0.000000,0.000000,0.000000,1104.000000,0
2008/4/28,0.000000,0.000000,0.000000,-1399.000000,0
2008/4/29,0.000000,0.000000,0.000000,870.000000,0
2008/4/30,0.000000,0.000000,0.000000,-180.000000,0
2008/5/2,0.000000,0.000000,0.000000,166.000000,0
2008/5/5,0.000000,0.000000,0.000000,1244.000000,0
2008/5/6,0.000000,0.000000,0.000000,623.000000,0
2008/5/7,0.000000,0.000000,0.000000,-506.000000,0
2008/5/8,0.000000,0.000000,0.000000,271.000000,0
2008/5/9,0.000000,0.000000,0.000000,1721.000000,0
2008/5/12,0.000000,0.000000,0.000000,348.000000,0
2008/5/13,0.000000,0.000000,0.000000,-1663.000000,0
2008/5/14,0.000000,0.000000,0.000000,-842.000000,0
2008/5/15,0.000000,0.000000,0.000000,-1463.000000,0
2008/5/16,0.000000,0.000000,0.000000,-1663.000000,0
2008/5/19,0.000000,0.000000,0.000000,-92.000000,0
2008/5/20,0.000000,0.000000,0.000000,3098.000000,0
2008/5/21,0.000000,0.000000,0.000000,4106.000000,0
2008/5/22,0.000000,0.000000,0.000000,7870.000000,0
2008/5/23,0.000000,0.000000,0.000000,9283.000000,0
2008/5/26,0.000000,0.000000,0.000000,9266.000000,0
2008/5/27,0.000000,0.000000,0.000000,8448.000000,0
2008/5/28,0.000000,0.000000,0.000000,9003.000000,0
2008/5/29,0.000000,0.000000,0.000000,9423.000000,0
2008/5/30,0.000000,0.000000,0.000000,10475.000000,0
2008/6/2,0.000000,0.000000,0.000000,10299.000000,0
2008/6/3,0.000000,0.000000,0.000000,11786.000000,0
2008/6/4,0.000000,0.000000,0.000000,10562.000000,0
2008/6/5,0.000000,0.000000,0.000000,8392.000000,0
2008/6/6,0.000000,0.000000,0.000000,8768.000000,0
2008/6/9,0.000000,0.000000,0.000000,9892.000000,0
2008/6/10,0.000000,0.000000,0.000000,11779.000000,0
2008/6/11,0.000000,0.000000,0.000000,12217.000000,0
2008/6/12,0.000000,0.000000,0.000000,11449.000000,0
2008/6/13,0.000000,0.000000,0.000000,10419.000000,0
2008/6/16,0.000000,0.000000,0.000000,10021.000000,0
2008/6/17,0.000000,0.000000,0.000000,10469.000000,0
2008/6/18,0.000000,0.000000,0.000000,10036.000000,0
2008/6/19,0.000000,0.000000,0.000000,7943.000000,0
2008/6/20,0.000000,0.000000,0.000000,8266.000000,0
2008/6/23,0.000000,0.000000,0.000000,8233.000000,0
2008/6/24,0.000000,0.000000,0.000000,8801.000000,0
2008/6/25,0.000000,0.000000,0.000000,8786.000000,0
2008/6/26,0.000000,0.000000,0.000000,9841.000000,0
2008/6/27,0.000000,0.000000,0.000000,9691.000000,0
2008/6/30,0.000000,0.000000,0.000000,9952.000000,0
2008/7/1,0.000000,0.000000,0.000000,9511.000000,0
2008/7/2,0.000000,0.000000,0.000000,9793.000000,0
2008/7/3,0.000000,0.000000,0.000000,8374.000000,0
2008/7/4,0.000000,0.000000,0.000000,10064.000000,0
2008/7/7,0.000000,0.000000,0.000000,8597.000000,0
2008/7/8,0.000000,0.000000,0.000000,9808.000000,0
2008/7/9,0.000000,0.000000,0.000000,9165.000000,0
2008/7/10,0.000000,0.000000,0.000000,9557.000000,0
2008/7/11,0.000000,0.000000,0.000000,8233.000000,0
2008/7/14,0.000000,0.000000,0.000000,10611.000000,0
2008/7/15,0.000000,0.000000,0.000000,9226.000000,0
2008/7/16,0.000000,0.000000,0.000000,7406.000000,0
2008/7/17,0.000000,0.000000,0.000000,2363.000000,0
2008/7/18,0.000000,0.000000,0.000000,3136.000000,0
2008/7/21,0.000000,0.000000,0.000000,946.000000,0
2008/7/22,0.000000,0.000000,0.000000,2024.000000,0
2008/7/23,0.000000,0.000000,0.000000,280.000000,0
2008/7/24,0.000000,0.000000,0.000000,155.000000,0
2008/7/25,0.000000,0.000000,0.000000,989.000000,0
2008/7/29,0.000000,0.000000,0.000000,2927.000000,0
2008/7/30,0.000000,0.000000,0.000000,2929.000000,0
2008/7/31,0.000000,0.000000,0.000000,4281.000000,0
2008/8/1,0.000000,0.000000,0.000000,4813.000000,0
2008/8/4,0.000000,0.000000,0.000000,3362.000000,0
2008/8/5,0.000000,0.000000,0.000000,4573.000000,0
2008/8/6,0.000000,0.000000,0.000000,1853.000000,0
2008/8/7,0.000000,0.000000,0.000000,2110.000000,0
2008/8/8,0.000000,0.000000,0.000000,339.000000,0
2008/8/11,0.000000,0.000000,0.000000,485.000000,0
2008/8/12,0.000000,0.000000,0.000000,795.000000,0
2008/8/13,0.000000,0.000000,0.000000,2277.000000,0
2008/8/14,0.000000,0.000000,0.000000,1729.000000,0
2008/8/15,0.000000,0.000000,0.000000,3435.000000,0
2008/8/18,0.000000,0.000000,0.000000,5479.000000,0
2008/8/19,0.000000,0.000000,0.000000,3690.000000,0
2008/8/20,0.000000,0.000000,0.000000,4795.000000,0
2008/8/21,0.000000,0.000000,0.000000,4272.000000,0
2008/8/22,0.000000,0.000000,0.000000,4247.000000,0
2008/8/25,0.000000,0.000000,0.000000,2865.000000,0
2008/8/26,0.000000,0.000000,0.000000,3065.000000,0
2008/8/27,0.000000,0.000000,0.000000,1675.000000,0
2008/8/28,0.000000,0.000000,0.000000,3060.000000,0
2008/8/29,0.000000,0.000000,0.000000,3499.000000,0
2008/9/1,0.000000,0.000000,0.000000,4540.000000,0
2008/9/2,0.000000,0.000000,0.000000,4474.000000,0
2008/9/3,0.000000,0.000000,0.000000,6359.000000,0
2008/9/4,0.000000,0.000000,0.000000,6214.000000,0
2008/9/5,0.000000,0.000000,0.000000,5044.000000,0
2008/9/8,0.000000,0.000000,0.000000,3270.000000,0
2008/9/9,0.000000,0.000000,0.000000,5465.000000,0
2008/9/10,0.000000,0.000000,0.000000,5523.000000,0
2008/9/11,0.000000,0.000000,0.000000,6828.000000,0
2008/9/12,0.000000,0.000000,0.000000,6329.000000,0
2008/9/15,0.000000,0.000000,0.000000,4691.000000,0
2008/9/16,0.000000,0.000000,0.000000,7500.000000,0
2008/9/17,0.000000,0.000000,0.000000,9238.000000,0
2008/9/18,0.000000,0.000000,0.000000,5136.000000,0
2008/9/19,0.000000,0.000000,0.000000,1542.000000,0
2008/9/22,0.000000,0.000000,0.000000,1015.000000,0
2008/9/23,0.000000,0.000000,0.000000,1248.000000,0
2008/9/24,0.000000,0.000000,0.000000,1518.000000,0
2008/9/25,0.000000,0.000000,0.000000,2236.000000,0
2008/9/26,0.000000,0.000000,0.000000,3086.000000,0
2008/9/30,0.000000,0.000000,0.000000,3720.000000,0
2008/10/1,0.000000,0.000000,0.000000,3258.000000,0
2008/10/2,0.000000,0.000000,0.000000,4127.000000,0
2008/10/3,0.000000,0.000000,0.000000,3950.000000,0
2008/10/6,0.000000,0.000000,0.000000,4257.000000,0
2008/10/7,0.000000,0.000000,0.000000,3516.000000,0
2008/10/8,0.000000,0.000000,0.000000,4206.000000,0
2008/10/9,0.000000,0.000000,0.000000,4015.000000,0
2008/10/13,0.000000,0.000000,0.000000,3680.000000,0
2008/10/14,0.000000,0.000000,0.000000,137.000000,0
2008/10/15,0.000000,0.000000,0.000000,470.000000,0
2008/10/16,0.000000,0.000000,0.000000,5168.000000,0
2008/10/17,0.000000,0.000000,0.000000,7746.000000,0
2008/10/20,0.000000,0.000000,0.000000,6337.000000,0
2008/10/21,0.000000,0.000000,0.000000,5365.000000,0
2008/10/22,0.000000,0.000000,0.000000,6246.000000,0
2008/10/23,0.000000,0.000000,0.000000,7247.000000,0
2008/10/24,0.000000,0.000000,0.000000,7725.000000,0
2008/10/27,0.000000,0.000000,0.000000,7478.000000,0
2008/10/28,0.000000,0.000000,0.000000,5398.000000,0
2008/10/29,0.000000,0.000000,0.000000,3804.000000,0
2008/10/30,0.000000,0.000000,0.000000,770.000000,0
2008/10/31,0.000000,0.000000,0.000000,1656.000000,0
2008/11/3,0.000000,0.000000,0.000000,4509.000000,0
2008/11/4,0.000000,0.000000,0.000000,5679.000000,0
2008/11/5,0.000000,0.000000,0.000000,5878.000000,0
2008/11/6,0.000000,0.000000,0.000000,6085.000000,0
2008/11/7,0.000000,0.000000,0.000000,4456.000000,0
2008/11/10,0.000000,0.000000,0.000000,4732.000000,0
2008/11/11,0.000000,0.000000,0.000000,4225.000000,0
2008/11/12,0.000000,0.000000,0.000000,4344.000000,0
2008/11/13,0.000000,0.000000,0.000000,4381.000000,0
2008/11/14,0.000000,0.000000,0.000000,5405.000000,0
2008/11/17,0.000000,0.000000,0.000000,5341.000000,0
2008/11/18,0.000000,0.000000,0.000000,7196.000000,0
2008/11/19,0.000000,0.000000,0.000000,6723.000000,0
2008/11/20,0.000000,0.000000,0.000000,4001.000000,0
2008/11/21,0.000000,0.000000,0.000000,4072.000000,0
2008/11/24,0.000000,0.000000,0.000000,3150.000000,0
2008/11/25,0.000000,0.000000,0.000000,2350.000000,0
2008/11/26,0.000000,0.000000,0.000000,1592.000000,0
2008/11/27,0.000000,0.000000,0.000000,-35.000000,0
2008/11/28,0.000000,0.000000,0.000000,-832.000000,0
2008/12/1,0.000000,0.000000,0.000000,-896.000000,0
2008/12/2,0.000000,0.000000,0.000000,713.000000,0
2008/12/3,0.000000,0.000000,0.000000,608.000000,0
2008/12/4,0.000000,0.000000,0.000000,687.000000,0
2008/12/5,0.000000,0.000000,0.000000,334.000000,0
2008/12/8,0.000000,0.000000,0.000000,-2215.000000,0
2008/12/9,0.000000,0.000000,0.000000,-685.000000,0
2008/12/10,0.000000,0.000000,0.000000,-561.000000,0
2008/12/11,0.000000,0.000000,0.000000,608.000000,0
2008/12/12,0.000000,0.000000,0.000000,486.000000,0
2008/12/15,0.000000,0.000000,0.000000,698.000000,0
2008/12/16,0.000000,0.000000,0.000000,997.000000,0
2008/12/17,0.000000,0.000000,0.000000,745.000000,0
2008/12/18,0.000000,0.000000,0.000000,105.000000,0
2008/12/19,0.000000,0.000000,0.000000,-284.000000,0
2008/12/22,0.000000,0.000000,0.000000,2466.000000,0
2008/12/23,0.000000,0.000000,0.000000,3009.000000,0
2008/12/24,0.000000,0.000000,0.000000,1435.000000,0
2008/12/25,0.000000,0.000000,0.000000,610.000000,0
2008/12/26,0.000000,0.000000,0.000000,1154.000000,0
2008/12/29,0.000000,0.000000,0.000000,590.000000,0
2008/12/30,0.000000,0.000000,0.000000,425.000000,0
2008/12/31,0.000000,0.000000,0.000000,2495.000000,0
2009/1/5,0.000000,0.000000,0.000000,1638.000000,0
2009/1/6,0.000000,0.000000,0.000000,1047.000000,0
2009/1/7,0.000000,0.000000,0.000000,664.000000,0
2009/1/8,0.000000,0.000000,0.000000,1810.000000,0
2009/1/9,0.000000,0.000000,0.000000,1002.000000,0
2009/1/10,0.000000,0.000000,0.000000,1258.000000,0
2009/1/12,0.000000,0.000000,0.000000,909.000000,0
2009/1/13,0.000000,0.000000,0.000000,-53.000000,0
2009/1/14,0.000000,0.000000,0.000000,874.000000,0
2009/1/15,0.000000,0.000000,0.000000,1236.000000,0
2009/1/16,0.000000,0.000000,0.000000,758.000000,0
2009/1/17,0.000000,0.000000,0.000000,814.000000,0
2009/1/19,0.000000,0.000000,0.000000,2058.000000,0
2009/1/20,0.000000,0.000000,0.000000,4448.000000,0
2009/1/21,0.000000,0.000000,0.000000,4377.000000,0
2009/2/2,0.000000,0.000000,0.000000,3464.000000,0
2009/2/3,0.000000,0.000000,0.000000,2805.000000,0
2009/2/4,0.000000,0.000000,0.000000,2445.000000,0
2009/2/5,0.000000,0.000000,0.000000,3591.000000,0
2009/2/6,0.000000,0.000000,0.000000,3643.000000,0
2009/2/9,0.000000,0.000000,0.000000,4643.000000,0
2009/2/10,0.000000,0.000000,0.000000,3563.000000,0
2009/2/11,0.000000,0.000000,0.000000,2152.000000,0
2009/2/12,0.000000,0.000000,0.000000,3509.000000,0
2009/2/13,0.000000,0.000000,0.000000,1748.000000,0
2009/2/16,0.000000,0.000000,0.000000,2339.000000,0
2009/2/17,0.000000,0.000000,0.000000,3635.000000,0
2009/2/18,0.000000,0.000000,0.000000,-2031.000000,0
2009/2/19,0.000000,0.000000,0.000000,-2686.000000,0
2009/2/20,0.000000,0.000000,0.000000,-1140.000000,0
2009/2/23,0.000000,0.000000,0.000000,-2876.000000,0
2009/2/24,0.000000,0.000000,0.000000,-2070.000000,0
2009/2/25,0.000000,0.000000,0.000000,-2676.000000,0
2009/2/26,0.000000,0.000000,0.000000,-1134.000000,0
2009/2/27,0.000000,0.000000,0.000000,-2706.000000,0
2009/3/2,0.000000,0.000000,0.000000,851.000000,0
2009/3/3,0.000000,0.000000,0.000000,-653.000000,0
2009/3/4,0.000000,0.000000,0.000000,-2527.000000,0
2009/3/5,0.000000,0.000000,0.000000,-2615.000000,0
2009/3/6,0.000000,0.000000,0.000000,-3943.000000,0
2009/3/9,0.000000,0.000000,0.000000,-1902.000000,0
2009/3/10,0.000000,0.000000,0.000000,-1404.000000,0
2009/3/11,0.000000,0.000000,0.000000,-1585.000000,0
2009/3/12,0.000000,0.000000,0.000000,-1525.000000,0
2009/3/13,0.000000,0.000000,0.000000,-2508.000000,0
2009/3/16,0.000000,0.000000,0.000000,-1496.000000,0
2009/3/17,0.000000,0.000000,0.000000,-1491.000000,0
2009/3/18,0.000000,0.000000,0.000000,-1220.000000,0
2009/3/19,0.000000,0.000000,0.000000,-1125.000000,0
2009/3/20,0.000000,0.000000,0.000000,955.000000,0
2009/3/23,0.000000,0.000000,0.000000,149.000000,0
2009/3/24,0.000000,0.000000,0.000000,519.000000,0
2009/3/25,0.000000,0.000000,0.000000,903.000000,0
2009/3/26,0.000000,0.000000,0.000000,1729.000000,0
2009/3/27,0.000000,0.000000,0.000000,2362.000000,0
2009/3/30,0.000000,0.000000,0.000000,4556.000000,0
2009/3/31,0.000000,0.000000,0.000000,3927.000000,0
2009/4/1,0.000000,0.000000,0.000000,2936.000000,0
2009/4/2,0.000000,0.000000,0.000000,1519.000000,0
2009/4/3,0.000000,0.000000,0.000000,1871.000000,0
2009/4/6,0.000000,0.000000,0.000000,2172.000000,0
2009/4/7,0.000000,0.000000,0.000000,1274.000000,0
2009/4/8,0.000000,0.000000,0.000000,3253.000000,0
2009/4/9,0.000000,0.000000,0.000000,1313.000000,0
2009/4/10,0.000000,0.000000,0.000000,2109.000000,0
2009/4/13,0.000000,0.000000,0.000000,2276.000000,0
2009/4/14,0.000000,0.000000,0.000000,1810.000000,0
2009/4/15,0.000000,0.000000,0.000000,-2665.000000,0
2009/4/16,0.000000,0.000000,0.000000,-1330.000000,0
2009/4/17,0.000000,0.000000,0.000000,-506.000000,0
2009/4/20,0.000000,0.000000,0.000000,-826.000000,0
2009/4/21,0.000000,0.000000,0.000000,-249.000000,0
2009/4/22,0.000000,0.000000,0.000000,-108.000000,0
2009/4/23,0.000000,0.000000,0.000000,-579.000000,0
2009/4/24,0.000000,0.000000,0.000000,61.000000,0
2009/4/27,0.000000,0.000000,0.000000,1440.000000,0
2009/4/28,0.000000,0.000000,0.000000,2191.000000,0
2009/4/29,0.000000,0.000000,0.000000,2430.000000,0
2009/4/30,0.000000,0.000000,0.000000,-3802.000000,0
2009/5/4,0.000000,0.000000,0.000000,-4632.000000,0
2009/5/5,0.000000,0.000000,0.000000,-813.000000,0
2009/5/6,0.000000,0.000000,0.000000,-1454.000000,0
2009/5/7,0.000000,0.000000,0.000000,-1268.000000,0
2009/5/8,0.000000,0.000000,0.000000,93.000000,0
2009/5/11,0.000000,0.000000,0.000000,-510.000000,0
2009/5/12,0.000000,0.000000,0.000000,1823.000000,0
2009/5/13,0.000000,0.000000,0.000000,1709.000000,0
2009/5/14,0.000000,0.000000,0.000000,3061.000000,0
